order_id,order_status,order_purchase_timestamp,order_delivered_customer_date,payment_type,payment_installments,payment_value,review_score,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name_english
f848643eec1d69395095eb3840d2051e,delivered,2018-03-15 08:52:40,2018-03-19 18:08:32,credit_card,4.0,88.9,5,68954feaafe4dd638f3bd3e2afa174ec,8473,sao paulo,SP,health_beauty
2807d0e504d6d4894d41672727bc139f,delivered,2018-02-03 20:37:35,2018-02-08 16:13:46,credit_card,1.0,17.28,3,b8df986511d928829c3192c2ed081eba,3323,sao paulo,SP,electronics
95266dbfb7e20354baba07964dac78d5,delivered,2018-01-08 07:55:29,2018-01-26 17:32:38,credit_card,3.0,187.57,4,451e48381edab7f1f6dbfa6d728616ff,89070,blumenau,SC,baby
f3e7c359154d965827355f39d6b1fdac,delivered,2018-08-09 11:44:40,2018-08-13 18:24:27,boleto,1.0,104.11,5,9c9242ad7f1b52d926ea76778e1c0c57,18052,sorocaba,SP,stationery
fbf9ac61453ac646ce8ad9783d7d0af6,delivered,2018-02-20 23:46:53,2018-03-21 22:03:54,boleto,1.0,125.43,2,a25d5f94840d3c6a1a49f271ed83f4ec,21715,rio de janeiro,RJ,cool_stuff
acce194856392f074dbf9dada14d8d82,delivered,2018-06-04 00:00:13,2018-06-16 15:20:55,credit_card,10.0,227.68,1,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,baby
dd78f560c270f1909639c11b925620ea,delivered,2018-03-12 01:50:26,2018-03-21 14:41:50,credit_card,2.0,60.69,5,f4a7ef6bd931f83d75d83b71c94e90df,13568,sao carlos,SP,perfumery
91b2a010e1e45e6ba3d133fa997597be,delivered,2018-05-02 11:45:38,2018-05-16 20:56:24,credit_card,8.0,192.68,4,bd13608b9c6033892ce62269b50a0afc,9182,santo andre,SP,watches_gifts
ecab90c9933c58908d3d6add7c6f5ae3,delivered,2018-02-25 13:50:30,2018-03-27 23:29:14,credit_card,3.0,63.34,4,1428917cd397d4f9ac0fde76dd6f2266,69317,boa vista,RR,garden_tools
f70a0aff17df5a6cdd9a7196128bd354,delivered,2017-08-10 11:58:33,2017-08-18 14:28:02,boleto,1.0,313.19,2,1974875b4a1d2e2ee6d586e3ba4d7602,5634,sao paulo,SP,baby
1790eea0b567cf50911c057cf20f90f9,delivered,2018-04-16 21:15:39,2018-05-05 12:28:34,credit_card,4.0,224.9,1,a6fefcd9f434474cf6fcd8ed1102fd63,55540,palmares,PE,air_conditioning
989225ba6d0ebd5873335f7e01de2ae7,delivered,2017-12-12 13:56:04,2018-01-03 18:03:36,credit_card,1.0,63.1,4,37363700139c1aef873bbcd916e57dfd,5778,sao paulo,SP,furniture_decor
d887b52c6516beb39e8cd44a5f8b60f7,delivered,2018-02-03 12:38:58,2018-02-22 00:07:55,credit_card,1.0,100.25,5,a2649503b92028291f011a976619b322,26572,mesquita,RJ,toys
b276e4f8c0fb86bd82fce576f21713e0,delivered,2018-07-29 23:34:51,2018-07-31 22:48:50,credit_card,2.0,188.41,5,6cbe8a392b76916e84c2faf69d0d0da0,13454,santa barbara d'oeste,SP,perfumery
8563039e855156e48fccee4d611a3196,delivered,2018-02-17 15:59:46,2018-03-20 00:59:25,credit_card,4.0,106.95,5,92fd8aa5948e20c43a014c44c025c5e1,77480,alvorada,TO,garden_tools
60550084e6b4c0cb89a87df1f3e5ebd9,delivered,2018-02-21 18:15:12,2018-03-13 23:58:43,boleto,1.0,66.79,4,661a5e18a28b34880ccc60112f2b8e8e,62360,ibiapina,CE,electronics
5acce57f8d9dfd55fa48e212a641a69d,delivered,2017-07-31 21:37:10,2017-08-08 21:24:41,boleto,1.0,43.0,5,f1f4f45c8602d0db1329eed1c8e935d4,19780,quata,SP,computers_accessories
434d158e96bdd6972ad6e6d73ddcfd22,delivered,2018-06-01 12:23:13,2018-06-18 21:32:52,boleto,1.0,508.17,5,5f7d7732b351ce851a158528581af05f,54330,jaboatao dos guararapes,PE,health_beauty
7206b86ea789983f7a273ea7fa0bc2a8,delivered,2018-03-26 17:12:18,2018-04-05 22:11:18,credit_card,4.0,49.69,3,1b542f810484d8c042aed33a7c61a218,4561,sao paulo,SP,bed_bath_table
1e7aff52cdbb2451ace09d0f848c3699,delivered,2017-05-19 18:53:40,2017-05-31 13:58:46,credit_card,4.0,154.19,5,c796780c7daeab9e94cc052b1f103b21,26600,paracambi,RJ,garden_tools
6ea2f835b4556291ffdc53fa0b3b95e8,delivered,2017-11-24 21:27:48,2017-12-28 18:59:23,credit_card,10.0,356.12,1,3e4fd73f1e86b135b9b121d6abbe9597,19400,presidente venceslau,SP,housewares
948097deef559c742e7ce321e5e58919,delivered,2017-08-04 17:10:39,2017-08-12 14:08:40,credit_card,9.0,95.67,5,4ca5f90433afb5493247f0bafb583483,73350,brasilia,DF,sports_leisure
d22e9fa5731b9e30e8b27afcdc2f8563,delivered,2018-08-04 23:25:30,2018-08-13 23:34:42,debit_card,1.0,121.62,4,394b2ce444baae9ae609f5d32000de0f,47850,luis eduardo magalhaes,BA,stationery
ee64d42b8cf066f35eac1cf57de1aa85,shipped,2018-06-04 16:44:48,,boleto,1.0,22.36,1,08fb46d35bb3ab4037202c23592d1259,13215,jundiai,SP,health_beauty
6ebaec694d7025e2ad4a05dba887c032,delivered,2017-05-18 13:55:47,2017-05-29 12:47:20,credit_card,7.0,153.72,1,4acce2834231e13b1514915adda5ec2b,21910,rio de janeiro,RJ,garden_tools
d17dc4a904426827ca80f2ccb3a6be56,delivered,2017-05-14 20:28:25,2017-05-25 09:14:31,credit_card,1.0,54.82,4,c2551ea089b7ebbc67a2ea8757152514,44380,cruz das almas,BA,sports_leisure
25f4376934e13d3508486352e11a5db0,delivered,2018-05-17 16:59:11,2018-05-21 15:22:11,credit_card,5.0,82.33,5,372e0fc66eacb8698e4f9997d366d961,12230,sao jose dos campos,SP,furniture_decor
5820a1100976432c7968a52da59e9364,delivered,2018-07-29 11:24:17,2018-08-02 22:09:11,credit_card,1.0,52.24,5,cc1a30280651daf2d918ed7868575771,95270,flores da cunha,RS,sports_leisure
2ce1ad82022c1ba30c2079502ac725aa,delivered,2017-08-09 20:19:05,2017-08-16 17:16:44,boleto,1.0,130.56,5,12e7a2c201751ddc979e7a45cef500f3,1038,sao paulo,SP,books_general_interest
138849fd84dff2fb4ca70a0a34c4aa1c,delivered,2018-02-01 14:02:19,2018-02-14 13:41:59,boleto,1.0,52.84,5,b2cac0b16835dabf811b204127f58afa,6330,carapicuiba,SP,construction_tools_construction
47aa4816b27ba60ec948cd019cc1afc1,delivered,2018-06-26 13:42:52,2018-07-03 18:37:46,boleto,1.0,71.91,5,db979bdfe0bbba29ecd3df3f6c50bea2,87711,paranavai,PR,small_appliances
9faeb9b2746b9d7526aef5acb08e2aa0,delivered,2018-07-26 14:39:59,2018-07-31 22:26:55,credit_card,2.0,151.04,1,c77154776ead8e798c2d684205938f71,90620,porto alegre,RS,sports_leisure
641fb0752bf5b5940c376b3a8bb9dc52,delivered,2017-12-15 00:06:10,2018-01-03 15:09:32,credit_card,10.0,386.33,4,38cad70d154a4dcc42b598d5c01f7ef1,25211,duque de caxias,RJ,watches_gifts
e425680f760cbc130be3e53a9773c584,delivered,2017-08-31 08:15:24,2017-09-04 20:59:55,credit_card,1.0,50.25,5,9d9ab3b77f0416765b3fbedf94a942a4,12070,taubate,SP,furniture_decor
40c5e18f7d112b59b3e5113a59a905b3,delivered,2018-06-11 10:25:52,2018-06-19 00:31:13,credit_card,3.0,128.68,5,7cfba6e55439cae3fd2479d62fafe67f,22240,rio de janeiro,RJ,perfumery
734e7d1bbaeb2ff82521ca0fe6fb6f79,delivered,2018-06-11 08:18:19,2018-06-14 21:32:21,credit_card,1.0,43.46,5,f7603d34c795584792a484186233e6e5,3942,sao paulo,SP,small_appliances
66e4624ae69e7dc89bd50222b59f581f,delivered,2018-03-09 14:50:15,2018-04-03 13:28:46,credit_card,9.0,91.68,1,ddf60e20e6e262e2136801ce5cd628b0,49030,aracaju,SE,telephony
a685d016c8a26f71a0bb67821070e398,delivered,2017-03-13 18:14:36,2017-04-06 13:37:16,boleto,1.0,99.26,1,51838d41add414a0b1b989b7d251d9ee,13068,campinas,SP,furniture_decor
2edfd6d1f0b4cd0db4bf37b1b224d855,delivered,2017-06-13 21:11:26,2017-06-19 18:51:28,boleto,1.0,141.15,5,c63e44efa43f3947087aee96b388d949,4658,sao paulo,SP,sports_leisure
68873cf91053cd11e6b49a766db5af1a,delivered,2017-11-30 22:02:15,2017-12-05 20:28:40,boleto,1.0,91.66,4,6da92ae920ab16fc4eceb8fcd7bd43ce,8280,sao paulo,SP,bed_bath_table
f346ad4ee8f630e5e4ddaf862a34e6dd,delivered,2018-08-05 13:09:48,2018-08-10 18:35:40,credit_card,1.0,53.66,5,da45a9a1df408c39f013b9b0b505042c,70680,brasilia,DF,sports_leisure
8f06cc6465925031568537b815f1198d,delivered,2017-11-15 11:31:41,2017-11-22 22:41:07,credit_card,9.0,317.34,5,bf0303939d54b8df5da4762bbaab1955,22631,rio de janeiro,RJ,sports_leisure
ccbabeb0b02433bd0fcbac46e70339f2,delivered,2018-02-19 20:31:09,2018-03-09 22:22:25,boleto,1.0,43.0,4,9c9cef121cb812cb301babddc2d8331e,38067,uberaba,MG,food
688052146432ef8253587b930b01a06d,delivered,2018-04-22 08:48:13,2018-04-24 19:31:58,credit_card,3.0,346.09,4,0e764fc1a13e47e900c3d59a989753e8,36045,juiz de fora,MG,computers_accessories
688052146432ef8253587b930b01a06d,delivered,2018-04-22 08:48:13,2018-04-24 19:31:58,credit_card,3.0,346.09,4,0e764fc1a13e47e900c3d59a989753e8,36045,juiz de fora,MG,luggage_accessories
f271576bed568e896f99eb710cd3a6f8,delivered,2018-01-07 21:44:54,2018-01-17 20:26:31,credit_card,4.0,824.76,3,6a0e43f0d7e1b5539e4c58a26ebe35da,46740,boninal,BA,construction_tools_construction
686541986ecfb7d9296eb67719973bf0,delivered,2018-02-10 13:26:59,2018-02-20 22:13:08,credit_card,1.0,39.99,4,5d710d9a48ebb7fe5ffc2940ff29f346,38401,uberlandia,MG,telephony
68e48e68da1f50f7c5838ea75e3a20dd,delivered,2018-06-18 16:02:23,2018-06-22 21:18:51,credit_card,3.0,392.6,5,a464f750556546a0989d9326ec003ccf,8220,sao paulo,SP,auto
b52cc4919de82b4d696a4380d10804a3,delivered,2018-06-13 13:47:39,2018-06-18 22:32:44,boleto,1.0,55.02,5,c86a25b8f5f6c203bb3471553bdc3200,13157,cosmopolis,SP,construction_tools_construction
fdf128b3630c21adc9ca4fb8a51b68ec,delivered,2018-07-15 08:33:19,2018-07-24 16:41:18,debit_card,1.0,46.2,3,3c0402bcc3ec3b33fc4430eb6c08720a,89225,joinville,SC,food
a6aeb116d2cb5013eb8a94585b71ffef,delivered,2017-09-13 14:27:11,2017-09-16 15:40:08,credit_card,1.0,59.34,5,31b8fa2573bde01af4737e8ed29c348b,2346,sao paulo,SP,baby
fa516182d28f96f5f5c651026b0749ee,delivered,2018-04-13 08:44:17,2018-04-19 20:41:45,credit_card,1.0,209.41,5,7f2eb9cf900070f2e7a7f0e95719f85b,13145,paulinia,SP,air_conditioning
6abaad69b8b349c3a529b4b91ce18e46,delivered,2018-02-15 10:33:30,2018-02-24 19:15:56,credit_card,4.0,57.0,4,fa0ee7ceb94193fb02aa78ce3a55695a,6395,carapicuiba,SP,cool_stuff
974c1993ab8024d3ed16229183c2308d,delivered,2017-02-20 11:45:39,2017-03-09 14:27:58,boleto,1.0,84.56,5,32de2a7a93dbfc527b3f584744b9c6ce,37310,bom jardim de minas,MG,health_beauty
82bce245b1c9148f8d19a55b9ff70644,delivered,2017-04-20 17:15:46,2017-05-10 09:17:55,boleto,1.0,267.8,1,f9effeed3df9ae063a58c0759b96f8b2,85804,cascavel,PR,housewares
a910f58086d58b3ae6f37aa712d377b9,delivered,2017-09-15 09:19:48,2017-09-25 20:14:48,credit_card,5.0,145.66,5,a7e7b19ff34ab885f7b7331de2417cf3,78043,cuiaba,MT,perfumery
bd4bd0194d6d29f83b8557d4b89b572a,delivered,2018-07-28 16:52:55,2018-08-06 18:44:46,boleto,1.0,37.83,5,65e5aaf9f721945f29cdba45c206cb83,14090,ribeirao preto,SP,auto
634e8f4c0f6744a626f77f39770ac6aa,delivered,2017-08-09 18:32:47,2017-08-16 18:17:54,voucher,1.0,227.2,1,5229b8e4d7d2b9b676c2083c17b1ecd0,93180,portao,RS,watches_gifts
634e8f4c0f6744a626f77f39770ac6aa,delivered,2017-08-09 18:32:47,2017-08-16 18:17:54,credit_card,1.0,7.08,1,5229b8e4d7d2b9b676c2083c17b1ecd0,93180,portao,RS,watches_gifts
6d25592267349b322799e2beb687871e,delivered,2018-08-26 22:04:34,2018-08-29 12:40:53,boleto,1.0,201.82,4,a71cac9f356cfeb9db35061020806212,2407,sao paulo,SP,watches_gifts
b8801cccd8068de30112e4f49903d74a,delivered,2017-07-30 03:06:35,2017-08-01 14:27:31,credit_card,2.0,27.77,3,bb4d84a2b45b22ed710ac8c0dec63d1a,8552,poa,SP,health_beauty
2711a938db643b3f0b62ee2c8a2784aa,delivered,2017-12-22 00:17:37,2018-01-09 19:52:32,boleto,1.0,59.1,5,2ae3c67452283d5a0d30b32e0d33296e,71505,brasilia,DF,telephony
3bc77ce8be27211bac313c2daa402d1a,delivered,2017-04-06 22:39:29,2017-04-11 12:31:36,credit_card,1.0,66.98,5,c756e1910755edd88c00ac3f46baba4b,31255,belo horizonte,MG,health_beauty
10c320f977c6a18f91b2d14be13128c6,delivered,2017-05-09 20:48:59,2017-05-18 13:22:35,credit_card,3.0,132.26,3,04e495a3f45df8b41be2e934bbc16961,94055,gravatai,RS,bed_bath_table
0a4a2fccb27bd83a892fa503987a595b,delivered,2017-04-20 20:42:44,2017-05-11 13:07:46,credit_card,5.0,63.34,4,c7a9a76a4b24a7e7b2caff982409b7ee,58600,santa luzia,PB,bed_bath_table
e4de6d53ecff736bc68804b0b6e9f635,delivered,2017-10-16 14:56:50,2017-11-08 21:25:24,boleto,1.0,231.12,2,e3bcfea9bab07b492391664fc1ffc28a,44180,antonio cardoso,BA,office_furniture
6b860b35691d486e45dc98e3514ec5f6,delivered,2017-12-08 09:42:43,2017-12-19 18:43:35,boleto,1.0,574.36,5,4754e3b66497719a91b36268ed9c5718,13760,tapiratiba,SP,sports_leisure
ec341c54a5ebf8ee0a67a8632aa7579b,delivered,2017-08-26 16:53:30,2017-09-08 20:39:56,credit_card,2.0,29.92,5,410979f3cfd34e467d4fad78bd0f0219,89440,irineopolis,SC,bed_bath_table
cadbb3657dac2dbbd5b84b12e7b78aad,delivered,2018-02-27 12:55:42,2018-03-16 14:59:01,boleto,1.0,409.79,4,cd148470c375939669971e8a032b16b4,14091,ribeirao preto,SP,computers_accessories
9defaf92cff22420e4e8ef7784815a55,delivered,2018-05-11 13:10:51,2018-05-21 16:09:55,credit_card,6.0,62.69,5,b11b7871c2b8be2d11fab954f58542f2,18017,sorocaba,SP,fashion_underwear_beach
20e0101b20700188cadb288126949685,delivered,2018-01-22 19:22:22,2018-02-15 20:08:15,credit_card,5.0,105.56,5,42f80af2e6c585667e4eb416859ae153,39370,jequitai,MG,furniture_decor
0e782c3705510e717d28907746cbda82,delivered,2018-05-01 08:12:37,2018-05-04 14:02:26,credit_card,1.0,37.38,4,adeefbe14d26d3bf90facfeaae35d605,4845,sao paulo,SP,telephony
d3d6788577c9592da441752e8a1dd5e3,delivered,2017-09-19 22:17:15,2017-10-10 18:43:53,credit_card,7.0,76.65,5,7973a6ba9c81ecaeb3d628c33c7c7c48,85555,palmas,PR,health_beauty
86f21bf63784876b9fd6d35f46581d72,delivered,2018-04-11 22:32:31,2018-04-27 23:14:42,credit_card,4.0,120.84,1,bb7ef994cc22b1fc694ac59fb377b824,39135,presidente kubitschek,MG,computers_accessories
8447ff843b2616c50c0ced28ab1dae03,delivered,2017-12-20 23:45:07,2018-01-09 18:14:02,boleto,1.0,238.69,4,b6aa1d5781553afaa244c3e42246d93c,88302,itajai,SC,watches_gifts
f169bd689fb8b32ccd62df9050aebc0b,delivered,2018-04-22 23:23:18,2018-04-30 17:57:25,credit_card,8.0,772.08,5,4a8c8f751984985cd49f74249da95aae,8485,sao paulo,SP,telephony
77e9941864fc840be8e4b1ba5347c0f7,delivered,2018-08-03 08:59:39,2018-08-17 00:49:41,credit_card,1.0,103.27,5,00b2ca23369b68c4d4105ecea9c0cb93,62970,alto santo,CE,sports_leisure
41bb5cee06dbf170878a9ef93ac7e7f5,delivered,2018-05-14 08:35:33,2018-05-18 14:48:38,credit_card,2.0,23.69,5,ca73adc05ad5d0d880de79b5ea3253b3,4053,sao paulo,SP,furniture_decor
6a0a8bfbbe700284feb0845d95e0867f,delivered,2017-11-22 11:32:22,2017-12-28 19:43:00,credit_card,5.0,101.74,1,781ae350edb16842380e81d7c7feb431,20740,rio de janeiro,RJ,furniture_decor
f7959f8385f34c4f645327465a1c9fc4,delivered,2017-03-30 07:50:33,2017-04-10 02:59:52,voucher,1.0,22.03,5,5ddb4fdd9cef2450d17ae20639815885,13218,jundiai,SP,bed_bath_table
f7959f8385f34c4f645327465a1c9fc4,delivered,2017-03-30 07:50:33,2017-04-10 02:59:52,credit_card,1.0,6.83,5,5ddb4fdd9cef2450d17ae20639815885,13218,jundiai,SP,bed_bath_table
23f553848a03aaab35bb3f9f87725125,delivered,2018-06-05 09:10:34,2018-06-18 12:36:54,credit_card,2.0,117.77,5,439ced9aafa171a1ac88efa951c7db0a,85618,flor da serra do sul,PR,baby
e3447938231fb6ba2fee0231b51eca59,delivered,2018-08-26 11:04:26,2018-08-28 21:06:31,credit_card,2.0,172.14,5,08de4d9507128e2ad419e26cc4f22b65,11440,guaruja,SP,housewares
e346cd9299371b18c0b28e8e29a5e376,delivered,2017-05-17 08:36:11,2017-05-23 13:32:30,credit_card,3.0,42.59,5,4f262a3ca91e56d568fd13240c3c3652,11740,itanhaem,SP,sports_leisure
a5474c0071dd5d1074e12d417078bbd0,delivered,2018-07-30 22:41:44,2018-08-03 19:28:47,boleto,1.0,21.38,5,0c8761c28faa9b9930e4a9bb545905da,6434,barueri,SP,health_beauty
0760a852e4e9d89eb77bf631eaaf1c84,invoiced,2018-08-03 17:44:42,,boleto,1.0,50.35,3,c7f8d7b1fffc946d7069574f74c39f4e,88140,santo amaro da imperatriz,SC,christmas_supplies
bb7c5cf4dff9994daeab7c8ee9d287aa,delivered,2018-03-01 22:14:26,2018-03-09 14:48:21,credit_card,8.0,554.4,4,97f104e8e54ef4147d17fc1536a1482c,97502,uruguaiana,RS,health_beauty
66d03fb3c4b0f80b5db04ef9c260336d,delivered,2018-02-06 21:09:10,2018-02-16 20:24:42,credit_card,1.0,96.01,4,8e4404700874036dbb2c606039875e1a,12243,sao jose dos campos,SP,furniture_decor
a6cd683d4bd3b9b1f0aa37b27f8116d3,delivered,2017-01-28 23:45:53,2017-02-10 17:30:19,credit_card,6.0,609.9,4,169381f51e4c3e926ef199364aeced22,41830,salvador,BA,health_beauty
bfe42c22ecbf90bc9f35cf591270b6a7,delivered,2018-01-27 22:04:34,2018-02-09 20:16:40,credit_card,1.0,42.4,5,34c58672601f2c6d29db7efd1f6bf958,38650,bonfinopolis de minas,MG,
e1da8361c76cab67aa3588a1fbf1af54,delivered,2017-07-01 15:42:32,2017-07-12 20:17:57,boleto,1.0,253.4,2,a8ee33e35637322a81a8c26592f6ce36,35162,ipatinga,MG,watches_gifts
af5b0604e113e1526593d505a26ef39d,delivered,2017-09-27 12:07:22,2017-09-30 17:13:01,voucher,1.0,28.62,1,3d8614b1f25530eca12661dc8b10a2fb,3962,sao paulo,SP,housewares
9d531c565e28c3e0d756192f84d8731f,delivered,2017-11-28 21:00:44,2018-01-23 21:38:52,credit_card,4.0,40.09,1,efc37ae565ee0943cca2b89fc65c4d6f,24933,marica,RJ,furniture_decor
4da3bd761ca73d692ae0f5c252495546,delivered,2018-02-01 12:31:21,2018-02-02 16:12:53,credit_card,1.0,26.44,5,e3c0567a8b991a9d812ee91f2650db40,22783,rio de janeiro,RJ,perfumery
80d817467dc3d0a4bb5ab8986c962b1f,delivered,2018-08-22 16:10:29,2018-08-28 14:52:43,credit_card,1.0,132.88,5,337bf0efbf9e5ba67461d2e5b4e5c2b1,71050,brasilia,DF,stationery
c75acba615d2db29345327974641467d,delivered,2018-07-06 23:36:15,2018-07-13 17:18:42,credit_card,3.0,111.89,5,8279be4e9b2fbb615ace365178b785a0,21250,rio de janeiro,RJ,health_beauty
210e60465099814a1d2c7635e4065153,delivered,2018-05-09 18:27:00,2018-05-22 00:08:26,credit_card,8.0,231.79,4,5bbc03d010ac4dbcfdfa2018349c8f6e,28148,tocos,RJ,cool_stuff
8fc207e94fa91a7649c5a5dab690272a,delivered,2017-11-26 17:49:46,2018-01-20 13:42:22,credit_card,5.0,135.51,3,7d185d821a11c769636247766f1fd45e,25540,sao joao de meriti,RJ,bed_bath_table
4b3a605942f29d490cb74bd6ace6b9f0,delivered,2017-09-29 09:32:17,2017-09-30 16:55:39,credit_card,1.0,38.1,5,0a5df23b922b9998bb7378f1ac03c98a,90440,porto alegre,RS,fashion_bags_accessories
1c35ac660d7ef6691b25d20df3d6eccb,delivered,2017-06-27 23:11:57,2017-06-29 10:16:35,credit_card,7.0,74.03,5,2df79c0c80c225d537833abb01a1a8ca,4216,sao paulo,SP,housewares
01a75ac3dd000b7628a684be97c29234,delivered,2018-01-23 10:32:39,2018-02-07 14:59:03,credit_card,5.0,58.0,1,91a7366b39d3620ce44f85fa5d116896,24120,niteroi,RJ,housewares
0c6b011f8a4f87010c23995f5807d152,delivered,2018-08-20 18:24:30,2018-08-28 13:43:41,credit_card,6.0,66.02,5,198fa73f9282fb46d9b5b5c25394b7e1,59123,natal,RN,watches_gifts
ee0c5c649e17808bc4a363d3a80ebf85,delivered,2018-01-30 07:51:17,2018-02-20 15:25:04,voucher,1.0,53.2,4,2ed58d0567a2839599b85957ee02bca9,22765,rio de janeiro,RJ,sports_leisure
